gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc09g092300.2	Solyc09g092300.2.1	Solyc09g092300.2.1	K4CWQ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092310.1	Solyc09g092310.1.1	Solyc09g092310.1.1	K4CWQ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092320.2	Solyc09g092320.2.1	Solyc09g092320.2.1	K4CWQ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092330.1	Solyc09g092330.1.1	Solyc09g092330.1.1	K4CWQ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092340.2	Solyc09g092340.2.1	Solyc09g092340.2.1	K4CWR0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092350.1	Solyc09g092350.1.1	Solyc09g092350.1.1	K4CWR1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092360.2	Solyc09g092360.2.1	Solyc09g092360.2.1	K4CWR2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092370.1	Solyc09g092370.1.1	Solyc09g092370.1.1	K4CWR3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092380.2	Solyc09g092380.2.1	Solyc09g092380.2.1	K4CWR4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092390.2	Solyc09g092390.2.1	Solyc09g092390.2.1	K4CWR5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092400.1	Solyc09g092400.1.1	Solyc09g092400.1.1	K4CWR6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092410.2	Solyc09g092410.2.1	Solyc09g092410.2.1	K4CWR7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092420.1	Solyc09g092420.1.1	Solyc09g092420.1.1	K4CWR8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092430.2	Solyc09g092430.2.1	Solyc09g092430.2.1	K4CWR9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092440.1	Solyc09g092440.1.1	Solyc09g092440.1.1	K4CWS0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092450.2	Solyc09g092450.2.1	Solyc09g092450.2.1	K4CWS1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092460.2	Solyc09g092460.2.1	Solyc09g092460.2.1	K4CWS2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092470.2	Solyc09g092470.2.1	Solyc09g092470.2.1	G5CV54	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092480.1	Solyc09g092480.1.1	Solyc09g092480.1.1	K4CWS4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092490.2	Solyc09g092490.2.1	Solyc09g092490.2.1	K4CWS5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092500.1	Solyc09g092500.1.1	Solyc09g092500.1.1	K4CWS6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092510.2	Solyc09g092510.2.1	Solyc09g092510.2.1	K4CWS7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092520.2	Solyc09g092520.2.1	Solyc09g092520.2.1	K4CWS8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092530.2	Solyc09g092530.2.1	Solyc09g092530.2.1	K4CWS9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092540.1	Solyc09g092540.1.1	Solyc09g092540.1.1	K4CWT0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092550.2	Solyc09g092550.2.1	Solyc09g092550.2.1	K4CWT1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092560.2	Solyc09g092560.2.1	Solyc09g092560.2.1	K4CWT2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092580.2	Solyc09g092580.2.1	Solyc09g092580.2.1	K4CWT3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092590.1	Solyc09g092590.1.1	Solyc09g092590.1.1	K4CWT4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092600.2	Solyc09g092600.2.1	Solyc09g092600.2.1	K4CWT5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092620.2	Solyc09g092620.2.1	Solyc09g092620.2.1	K4CWT6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092640.2	Solyc09g092640.2.1	Solyc09g092640.2.1	K4CWT7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092670.2	Solyc09g092670.2.1	Solyc09g092670.2.1	K4CWT8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092680.2	Solyc09g092680.2.1	Solyc09g092680.2.1	K4CWT9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092690.2	Solyc09g092690.2.1	Solyc09g092690.2.1	K4CWU0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092700.2	Solyc09g092700.2.1	Solyc09g092700.2.1	K4CWU1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092710.2	Solyc09g092710.2.1	Solyc09g092710.2.1	K4CWU2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092720.2	Solyc09g092720.2.1	Solyc09g092720.2.1	K4CWU3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092730.1	Solyc09g092730.1.1	Solyc09g092730.1.1	K4CWU4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092740.2	Solyc09g092740.2.1	Solyc09g092740.2.1	K4CWU5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092750.2	Solyc09g092750.2.1	Solyc09g092750.2.1	K4CWU6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g092760.2	Solyc09g092760.2.1	Solyc09g092760.2.1	K4CWU7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097760.2	Solyc09g097760.2.1	Solyc09g097760.2.1	K4CWU8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097770.2	Solyc09g097770.2.1	Solyc09g097770.2.1	Q40142	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097780.2	Solyc09g097780.2.1	Solyc09g097780.2.1	K4CWV0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097790.1	Solyc09g097790.1.1	Solyc09g097790.1.1	K4CWV1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097800.2	Solyc09g097800.2.1	Solyc09g097800.2.1	K4CWV2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097810.2	Solyc09g097810.2.1	Solyc09g097810.2.1	K4CWV3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097820.2	Solyc09g097820.2.1	Solyc09g097820.2.1	K4CWV4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097830.2	Solyc09g097830.2.1	Solyc09g097830.2.1	K4CWV5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097840.1	Solyc09g097840.1.1	Solyc09g097840.1.1	K4CWV6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097850.1	Solyc09g097850.1.1	Solyc09g097850.1.1	K4CWV7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097860.2	Solyc09g097860.2.1	Solyc09g097860.2.1	K4CWV8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097870.2	Solyc09g097870.2.1	Solyc09g097870.2.1	K4CWV9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097880.2	Solyc09g097880.2.1	Solyc09g097880.2.1	K4CWW0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097890.2	Solyc09g097890.2.1	Solyc09g097890.2.1	K4CWW1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097900.2	Solyc09g097900.2.1	Solyc09g097900.2.1	K4CWW2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097910.2	Solyc09g097910.2.1	Solyc09g097910.2.1	K4CWW3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097920.1	Solyc09g097920.1.1	Solyc09g097920.1.1	K4CWW4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097930.2	Solyc09g097930.2.1	Solyc09g097930.2.1	K4CWW5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097940.1	Solyc09g097940.1.1	Solyc09g097940.1.1	K4CWW6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097950.1	Solyc09g097950.1.1	Solyc09g097950.1.1	K4CWW7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097960.2	Solyc09g097960.2.1	Solyc09g097960.2.1	K4CWW8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097970.2	Solyc09g097970.2.1	Solyc09g097970.2.1	K4CWW9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097980.2	Solyc09g097980.2.1	Solyc09g097980.2.1	K4CWX0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g097990.1	Solyc09g097990.1.1	Solyc09g097990.1.1	K4CWX1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098000.2	Solyc09g098000.2.1	Solyc09g098000.2.1	K4CWX2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098010.2	Solyc09g098010.2.1	Solyc09g098010.2.1	K4CWX3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098030.2	Solyc09g098030.2.1	Solyc09g098030.2.1	K4CWX4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098040.2	Solyc09g098040.2.1	Solyc09g098040.2.1	K4CWX5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098050.2	Solyc09g098050.2.1	Solyc09g098050.2.1	K4CWX6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098060.2	Solyc09g098060.2.1	Solyc09g098060.2.1	K4CWX7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098070.2	Solyc09g098070.2.1	Solyc09g098070.2.1	K4CWX8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098080.2	Solyc09g098080.2.1	Solyc09g098080.2.1	K4CWX9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098090.2	Solyc09g098090.2.1	Solyc09g098090.2.1	K4CWY0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098100.2	Solyc09g098100.2.1	Solyc09g098100.2.1	K4CWY1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098110.2	Solyc09g098110.2.1	Solyc09g098110.2.1	K4CWY2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098120.2	Solyc09g098120.2.1	Solyc09g098120.2.1	K4CWY3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098130.1	Solyc09g098130.1.1	Solyc09g098130.1.1	K4CWY4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098140.2	Solyc09g098140.2.1	Solyc09g098140.2.1	K4CWY5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098150.2	Solyc09g098150.2.1	Solyc09g098150.2.1	K4CWY6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098160.2	Solyc09g098160.2.1	Solyc09g098160.2.1	Q9SEE4	Uniprot/SWISSPROT	NONE	-	-	-
Solyc09g098170.2	Solyc09g098170.2.1	Solyc09g098170.2.1	K4CWY7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098180.2	Solyc09g098180.2.1	Solyc09g098180.2.1	K4CWY8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098190.2	Solyc09g098190.2.1	Solyc09g098190.2.1	K4CWY9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098200.2	Solyc09g098200.2.1	Solyc09g098200.2.1	K4CWZ0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098210.1	Solyc09g098210.1.1	Solyc09g098210.1.1	K4CWZ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098220.2	Solyc09g098220.2.1	Solyc09g098220.2.1	K4CWZ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098230.2	Solyc09g098230.2.1	Solyc09g098230.2.1	K4CWZ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098240.2	Solyc09g098240.2.1	Solyc09g098240.2.1	K4CWZ4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098250.2	Solyc09g098250.2.1	Solyc09g098250.2.1	K4CWZ5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098260.1	Solyc09g098260.1.1	Solyc09g098260.1.1	K4CWZ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098270.2	Solyc09g098270.2.1	Solyc09g098270.2.1	K4CWZ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098280.2	Solyc09g098280.2.1	Solyc09g098280.2.1	K4CWZ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098290.2	Solyc09g098290.2.1	Solyc09g098290.2.1	K4CWZ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098300.2	Solyc09g098300.2.1	Solyc09g098300.2.1	K4CX00	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098310.2	Solyc09g098310.2.1	Solyc09g098310.2.1	K4CX01	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098320.1	Solyc09g098320.1.1	Solyc09g098320.1.1	K4CX02	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098330.2	Solyc09g098330.2.1	Solyc09g098330.2.1	K4CX03	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098340.2	Solyc09g098340.2.1	Solyc09g098340.2.1	K4CX04	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098350.2	Solyc09g098350.2.1	Solyc09g098350.2.1	K4CX05	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098360.2	Solyc09g098360.2.1	Solyc09g098360.2.1	K4CX06	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098370.2	Solyc09g098370.2.1	Solyc09g098370.2.1	K4CX07	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098380.1	Solyc09g098380.1.1	Solyc09g098380.1.1	K4CX08	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098390.2	Solyc09g098390.2.1	Solyc09g098390.2.1	K4CX09	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098400.1	Solyc09g098400.1.1	Solyc09g098400.1.1	K4CX10	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098410.1	Solyc09g098410.1.1	Solyc09g098410.1.1	K4CX11	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098420.1	Solyc09g098420.1.1	Solyc09g098420.1.1	K4CX12	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098430.2	Solyc09g098430.2.1	Solyc09g098430.2.1	K4CX13	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098440.2	Solyc09g098440.2.1	Solyc09g098440.2.1	K4CX14	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098450.2	Solyc09g098450.2.1	Solyc09g098450.2.1	K4CX15	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098460.1	Solyc09g098460.1.1	Solyc09g098460.1.1	K4CX16	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098470.1	Solyc09g098470.1.1	Solyc09g098470.1.1	K4CX17	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098480.1	Solyc09g098480.1.1	Solyc09g098480.1.1	K4CX18	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098490.2	Solyc09g098490.2.1	Solyc09g098490.2.1	K4CX19	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098500.2	Solyc09g098500.2.1	Solyc09g098500.2.1	K4CX20	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098510.2	Solyc09g098510.2.1	Solyc09g098510.2.1	K4CX21	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098520.2	Solyc09g098520.2.1	Solyc09g098520.2.1	K4CX22	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098530.2	Solyc09g098530.2.1	Solyc09g098530.2.1	K4CX23	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098540.2	Solyc09g098540.2.1	Solyc09g098540.2.1	K4CX24	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098550.2	Solyc09g098550.2.1	Solyc09g098550.2.1	K4CX25	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098560.2	Solyc09g098560.2.1	Solyc09g098560.2.1	K4CX26	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098570.1	Solyc09g098570.1.1	Solyc09g098570.1.1	K4CX27	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098580.2	Solyc09g098580.2.1	Solyc09g098580.2.1	K4CX28	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098590.2	Solyc09g098590.2.1	Solyc09g098590.2.1	E0Z1D1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098600.2	Solyc09g098600.2.1	Solyc09g098600.2.1	K4CX30	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098610.1	Solyc09g098610.1.1	Solyc09g098610.1.1	K4CX31	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098620.1	Solyc09g098620.1.1	Solyc09g098620.1.1	K4CX32	Uniprot/SPTREMBL	NONE	-	-	-
Solyc09g098770.1	Solyc09g098770.1.1	Solyc09g098770.1.1	K4CX33	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005000.2	Solyc10g005000.2.1	Solyc10g005000.2.1	K4CX34	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005010.2	Solyc10g005010.2.1	Solyc10g005010.2.1	K4CX35	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005020.2	Solyc10g005020.2.1	Solyc10g005020.2.1	K4CX36	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005030.2	Solyc10g005030.2.1	Solyc10g005030.2.1	K4CX37	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005040.2	Solyc10g005040.2.1	Solyc10g005040.2.1	K4CX38	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005050.2	Solyc10g005050.2.1	Solyc10g005050.2.1	K4CX39	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005060.2	Solyc10g005060.2.1	Solyc10g005060.2.1	K4CX40	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005080.2	Solyc10g005080.2.1	Solyc10g005080.2.1	K4CX41	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005090.2	Solyc10g005090.2.1	Solyc10g005090.2.1	K4CX42	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005100.2	Solyc10g005100.2.1	Solyc10g005100.2.1	K4CX43	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005110.2	Solyc10g005110.2.1	Solyc10g005110.2.1	K4CX44	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005120.1	Solyc10g005120.1.1	Solyc10g005120.1.1	K4CX45	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005130.2	Solyc10g005130.2.1	Solyc10g005130.2.1	K4CX46	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005140.1	Solyc10g005140.1.1	Solyc10g005140.1.1	K4CX47	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005150.1	Solyc10g005150.1.1	Solyc10g005150.1.1	K4CX48	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005160.1	Solyc10g005160.1.1	Solyc10g005160.1.1	K4CX49	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005170.1	Solyc10g005170.1.1	Solyc10g005170.1.1	K4CX50	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005180.2	Solyc10g005180.2.1	Solyc10g005180.2.1	K4CX51	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005190.1	Solyc10g005190.1.1	Solyc10g005190.1.1	K4CX52	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005200.2	Solyc10g005200.2.1	Solyc10g005200.2.1	K4CX53	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005210.2	Solyc10g005210.2.1	Solyc10g005210.2.1	K4CX54	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005220.2	Solyc10g005220.2.1	Solyc10g005220.2.1	K4CX55	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005230.2	Solyc10g005230.2.1	Solyc10g005230.2.1	K4CX56	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005240.2	Solyc10g005240.2.1	Solyc10g005240.2.1	K4CX57	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005250.2	Solyc10g005250.2.1	Solyc10g005250.2.1	K4CX58	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005260.2	Solyc10g005260.2.1	Solyc10g005260.2.1	K4CX59	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005270.1	Solyc10g005270.1.1	Solyc10g005270.1.1	K4CX60	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005280.1	Solyc10g005280.1.1	Solyc10g005280.1.1	K4CX61	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005290.2	Solyc10g005290.2.1	Solyc10g005290.2.1	K4CX62	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005300.2	Solyc10g005300.2.1	Solyc10g005300.2.1	K4CX63	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005310.2	Solyc10g005310.2.1	Solyc10g005310.2.1	K4CX64	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005320.2	Solyc10g005320.2.1	Solyc10g005320.2.1	K4CX65	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005330.2	Solyc10g005330.2.1	Solyc10g005330.2.1	K4CX66	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005340.2	Solyc10g005340.2.1	Solyc10g005340.2.1	K4CX67	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005350.2	Solyc10g005350.2.1	Solyc10g005350.2.1	K4CX68	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005360.2	Solyc10g005360.2.1	Solyc10g005360.2.1	K4CX69	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005370.2	Solyc10g005370.2.1	Solyc10g005370.2.1	K4CX70	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005390.2	Solyc10g005390.2.1	Solyc10g005390.2.1	G5CV39	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005400.2	Solyc10g005400.2.1	Solyc10g005400.2.1	K4CX72	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005410.2	Solyc10g005410.2.1	Solyc10g005410.2.1	K4CX73	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005420.1	Solyc10g005420.1.1	Solyc10g005420.1.1	K4CX74	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005430.2	Solyc10g005430.2.1	Solyc10g005430.2.1	K4CX75	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005440.1	Solyc10g005440.1.1	Solyc10g005440.1.1	K4CX76	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005450.1	Solyc10g005450.1.1	Solyc10g005450.1.1	K4CX77	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005460.2	Solyc10g005460.2.1	Solyc10g005460.2.1	K4CX78	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005470.2	Solyc10g005470.2.1	Solyc10g005470.2.1	K4CX79	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005480.2	Solyc10g005480.2.1	Solyc10g005480.2.1	K4CX80	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005490.2	Solyc10g005490.2.1	Solyc10g005490.2.1	K4CX81	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005500.2	Solyc10g005500.2.1	Solyc10g005500.2.1	K4CX82	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005510.2	Solyc10g005510.2.1	Solyc10g005510.2.1	K4CX83	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005520.2	Solyc10g005520.2.1	Solyc10g005520.2.1	K4CX84	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005530.2	Solyc10g005530.2.1	Solyc10g005530.2.1	K4CX85	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005540.2	Solyc10g005540.2.1	Solyc10g005540.2.1	K4CX86	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005550.1	Solyc10g005550.1.1	Solyc10g005550.1.1	K4CX87	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005560.2	Solyc10g005560.2.1	Solyc10g005560.2.1	K4CX88	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005570.1	Solyc10g005570.1.1	Solyc10g005570.1.1	K4CX89	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005580.2	Solyc10g005580.2.1	Solyc10g005580.2.1	K4CX90	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005590.2	Solyc10g005590.2.1	Solyc10g005590.2.1	K4CX91	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005600.2	Solyc10g005600.2.1	Solyc10g005600.2.1	K4CX92	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005610.1	Solyc10g005610.1.1	Solyc10g005610.1.1	K4CX93	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005620.2	Solyc10g005620.2.1	Solyc10g005620.2.1	K4CX94	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005630.2	Solyc10g005630.2.1	Solyc10g005630.2.1	K4CX95	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005640.2	Solyc10g005640.2.1	Solyc10g005640.2.1	K4CX96	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005650.2	Solyc10g005650.2.1	Solyc10g005650.2.1	K4CX97	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005660.2	Solyc10g005660.2.1	Solyc10g005660.2.1	K4CX98	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005670.1	Solyc10g005670.1.1	Solyc10g005670.1.1	K4CX99	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005680.1	Solyc10g005680.1.1	Solyc10g005680.1.1	K4CXA0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005690.2	Solyc10g005690.2.1	Solyc10g005690.2.1	K4CXA1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005700.2	Solyc10g005700.2.1	Solyc10g005700.2.1	K4CXA2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005710.1	Solyc10g005710.1.1	Solyc10g005710.1.1	K4CXA3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005720.1	Solyc10g005720.1.1	Solyc10g005720.1.1	K4CXA4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005730.2	Solyc10g005730.2.1	Solyc10g005730.2.1	K4CXA5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005740.1	Solyc10g005740.1.1	Solyc10g005740.1.1	K4CXA6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005750.2	Solyc10g005750.2.1	Solyc10g005750.2.1	K4CXA7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005760.1	Solyc10g005760.1.1	Solyc10g005760.1.1	K4CXA8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005770.2	Solyc10g005770.2.1	Solyc10g005770.2.1	K4CXA9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc10g005780.2	Solyc10g005780.2.1	Solyc10g005780.2.1	K4CXB0	Uniprot/SPTREMBL	NONE	-	-	-
